Standard Code,Subject,Grade,Domain,Strand,Cluster,Standard,Substandard,Category,Subcategory,Description
G.SRT.1,Math,9-12,G,SRT,Understand similarity in terms of similarity transformations,1,,Geometry,"Similarity, Right Triangles, and Trigonometry",Verify experimentally properties of dilations given by a center and a scale factor:
G.SRT.1a,Math,9-12,G,SRT,Understand similarity in terms of similarity transformations,1,a,Geometry,"Similarity, Right Triangles, and Trigonometry","A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged."
G.SRT.1b,Math,9-12,G,SRT,Understand similarity in terms of similarity transformations,1,b,Geometry,"Similarity, Right Triangles, and Trigonometry",The dilation of a line segment is longer or shorter in the ratio given by the scale factor.
G.SRT.2,Math,9-12,G,SRT,Understand similarity in terms of similarity transformations,2,,Geometry,"Similarity, Right Triangles, and Trigonometry","Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides."
G.SRT.3,Math,9-12,G,SRT,Understand similarity in terms of similarity transformations,3,,Geometry,"Similarity, Right Triangles, and Trigonometry",Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.
G.SRT.4,Math,9-12,G,SRT,Prove theorems involving similarity,4,,Geometry,"Similarity, Right Triangles, and Trigonometry","Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity."
G.SRT.5,Math,9-12,G,SRT,Prove theorems involving similarity,5,,Geometry,"Similarity, Right Triangles, and Trigonometry",. Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
G.SRT.6,Math,9-12,G,SRT,Define trigonometric ratios and solve problems involving right triangles,6,,Geometry,"Similarity, Right Triangles, and Trigonometry","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
G.SRT.7,Math,9-12,G,SRT,Define trigonometric ratios and solve problems involving right triangles,7,,Geometry,"Similarity, Right Triangles, and Trigonometry",Explain and use the relationship between the sine and cosine of complementary angles.
G.SRT.8,Math,9-12,G,SRT,Define trigonometric ratios and solve problems involving right triangles,8,,Geometry,"Similarity, Right Triangles, and Trigonometry",Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.
G.SRT.9,Math,9-12,G,SRT,Apply trigonometry to general triangles,9,,Geometry,"Similarity, Right Triangles, and Trigonometry",Derive the formula A = (1/2)ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side
G.SRT.10,Math,9-12,G,SRT,Apply trigonometry to general triangles,10,,Geometry,"Similarity, Right Triangles, and Trigonometry",Prove the Laws of Sines and Cosines and use them to solve problems
G.SRT.11,Math,9-12,G,SRT,Apply trigonometry to general triangles,11,,Geometry,"Similarity, Right Triangles, and Trigonometry","Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces)"
G.C.1,Math,9-12,G,C,Understand and apply theorems about circles,1,,Geometry,Circles,Prove that all circles are similar.
G.C.2,Math,9-12,G,C,Understand and apply theorems about circles,2,,Geometry,Circles,"Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
G.C.3,Math,9-12,G,C,Understand and apply theorems about circles,3,,Geometry,Circles,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle."
G.C.4,Math,9-12,G,C,Understand and apply theorems about circles,4,,Geometry,Circles,Construct a tangent line from a point outside a given circle to the circle
G.C.5,Math,9-12,G,C,Find arc lengths and area of sectors of circles,5,,Geometry,Circles,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector."
G.GPE.1,Math,9-12,G,GPE,Translate between the geometric description and the equation for a conic section,1,,Geometry,Expressing Geometric Properties and Equations,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.
G.GPE.2,Math,9-12,G,GPE,Translate between the geometric description and the equation for a conic section,2,,Geometry,Expressing Geometric Properties and Equations,Derive the equation of a parabola given a focus and directrix.
G.GPE.3,Math,9-12,G,GPE,Translate between the geometric description and the equation for a conic section,3,,Geometry,Expressing Geometric Properties and Equations,"Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant"
G.GPE.4,Math,9-12,G,GPE,Use coordinates to prove simple geometric theorems algebraically,4,,Geometry,Expressing Geometric Properties and Equations,"Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, &radic;3) lies on the circle centered at the origin and containing the point (0, 2)."
G.GPE.5,Math,9-12,G,GPE,Use coordinates to prove simple geometric theorems algebraically,5,,Geometry,Expressing Geometric Properties and Equations,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
G.GPE.6,Math,9-12,G,GPE,Use coordinates to prove simple geometric theorems algebraically,6,,Geometry,Expressing Geometric Properties and Equations,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
G.GPE.7,Math,9-12,G,GPE,Use coordinates to prove simple geometric theorems algebraically,7,,Geometry,Expressing Geometric Properties and Equations,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.*"
G.GMD.1,Math,9-12,G,GMD,Explain volume formulas and use them to solve problems,1,,Geometry,Geometric Measurement and Dimension,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, CavalieriÕs principle, and informal limit arguments."
G.GMD.2,Math,9-12,G,GMD,Explain volume formulas and use them to solve problems,2,,Geometry,Geometric Measurement and Dimension,Give an informal argument using CavalieriÕs principle for the formulas for the volume of a sphere and other solid figures
G.GMD.3,Math,9-12,G,GMD,Explain volume formulas and use them to solve problems,3,,Geometry,Geometric Measurement and Dimension,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.*"
G.GMD.4,Math,9-12,G,GMD,Visualize relationships between two-dimensional and three-dimensional objects,4,,Geometry,Geometric Measurement and Dimension,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects."
G.MG.1,Math,9-12,G,MG,Apply geometric concepts in modeling situations,1,,Geometry,Modeling with Geometry,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).*"
G.MG.2,Math,9-12,G,MG,Apply geometric concepts in modeling situations,2,,Geometry,Modeling with Geometry,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).*"
G.MG.3,Math,9-12,G,MG,Apply geometric concepts in modeling situations,3,,Geometry,Modeling with Geometry,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).*"
S.ID.1,Math,9-12,S,ID,"Summarize, represent, and interpret data on a single count or measurement variable",1,,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Represent data with plots on the real number line (dot plots, histograms, and box plots).*"
S.ID.2,Math,9-12,S,ID,"Summarize, represent, and interpret data on a single count or measurement variable",2,,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.*"
S.ID.3,Math,9-12,S,ID,"Summarize, represent, and interpret data on a single count or measurement variable",3,,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).*"
S.ID.4,Math,9-12,S,ID,"Summarize, represent, and interpret data on a single count or measurement variable",4,,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.*"
S.ID.5,Math,9-12,S,ID,"Summarize, represent, and interpret data on two categorical and quantitative variables",5,,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.*"
S.ID.6,Math,9-12,S,ID,"Summarize, represent, and interpret data on two categorical and quantitative variables",6,,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.*"
S.ID.6a,Math,9-12,S,ID,"Summarize, represent, and interpret data on two categorical and quantitative variables",6,a,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.*"
S.ID.6b,Math,9-12,S,ID,"Summarize, represent, and interpret data on two categorical and quantitative variables",6,b,Statistics and Probability,Interpreting Categorical and Quantitative Data,Informally assess the fit of a function by plotting and analyzing residuals.*
S.ID.6c,Math,9-12,S,ID,"Summarize, represent, and interpret data on two categorical and quantitative variables",6,c,Statistics and Probability,Interpreting Categorical and Quantitative Data,Fit a linear function for a scatter plot that suggests a linear association.*
S.ID.7,Math,9-12,S,ID,Interpret linear models,7,,Statistics and Probability,Interpreting Categorical and Quantitative Data,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.*
S.ID.8,Math,9-12,S,ID,Interpret linear models,8,,Statistics and Probability,Interpreting Categorical and Quantitative Data,Compute (using technology) and interpret the correlation coefficient of a linear fit.*
S.ID.9,Math,9-12,S,ID,Interpret linear models,9,,Statistics and Probability,Interpreting Categorical and Quantitative Data,Distinguish between correlation and causation.*
S.IC.1,Math,9-12,S,IC,Understand and evaluate random processes underlying statistical experiments,1,,Statistics and Probability,Making Inferences and Justifying Conclusions,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.*
S.IC.2,Math,9-12,S,IC,Understand and evaluate random processes underlying statistical experiments,2,,Statistics and Probability,Making Inferences and Justifying Conclusions,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0. 5. Would a result of 5 tails in a row cause you to question the model?*"
S.IC.3,Math,9-12,S,IC,"make inferences and justify conclusions from sample surveys, experiments, and observational studies",3,,Statistics and Probability,Making Inferences and Justifying Conclusions,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.*"
S.IC.4,Math,9-12,S,IC,"make inferences and justify conclusions from sample surveys, experiments, and observational studies",4,,Statistics and Probability,Making Inferences and Justifying Conclusions,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.*
S.IC.5,Math,9-12,S,IC,"make inferences and justify conclusions from sample surveys, experiments, and observational studies",5,,Statistics and Probability,Making Inferences and Justifying Conclusions,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.*
S.IC.6,Math,9-12,S,IC,"make inferences and justify conclusions from sample surveys, experiments, and observational studies",6,,Statistics and Probability,Making Inferences and Justifying Conclusions,Evaluate reports based on data.*
S.CP.1,Math,9-12,S,CP,Understand independence and conditional probability and use them to interpret data,1,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").*"
S.CP.2,Math,9-12,S,CP,Understand independence and conditional probability and use them to interpret data,2,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.*"
S.CP.3,Math,9-12,S,CP,Understand independence and conditional probability and use them to interpret data,3,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.*"
S.CP.4,Math,9-12,S,CP,Understand independence and conditional probability and use them to interpret data,4,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.*"
S.CP.5,Math,9-12,S,CP,Understand independence and conditional probability and use them to interpret data,5,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.*"
S.CP.6,Math,9-12,S,CP,use the rules of probability to compute probabilities of compound events in a uniform probability model,6,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Find the conditional probability of A given B as the fraction of BÕs outcomes that also belong to A, and interpret the answer in terms of the model.*"
S.CP.7,Math,9-12,S,CP,use the rules of probability to compute probabilities of compound events in a uniform probability model,7,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.*"
S.CP.8,Math,9-12,S,CP,use the rules of probability to compute probabilities of compound events in a uniform probability model,8,,Statistics and Probability,Conditional Probability and the Rules of Probability,"Apply the general Multiplication Rule in a uniform probability model, P(A and B) = [P(A)]x[P(B|A)] =[P(B)]x[P(A|B)], and interpret the answer in terms of the model."
S.CP.9,Math,9-12,S,CP,use the rules of probability to compute probabilities of compound events in a uniform probability model,9,,Statistics and Probability,Conditional Probability and the Rules of Probability,Use permutations and combinations to compute probabilities of compound events and solve problems.
S.MD.1,Math,9-12,S,MD,Calculate expected values and use them to solve problems,1,,Statistics and Probability,Using Probability to Make Decisions,Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.
S.MD.2,Math,9-12,S,MD,Calculate expected values and use them to solve problems,2,,Statistics and Probability,Using Probability to Make Decisions,Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.
S.MD.3,Math,9-12,S,MD,Calculate expected values and use them to solve problems,3,,Statistics and Probability,Using Probability to Make Decisions,"Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes."
S.MD.4,Math,9-12,S,MD,Calculate expected values and use them to solve problems,4,,Statistics and Probability,Using Probability to Make Decisions,"Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?"
S.MD.5,Math,9-12,S,MD,Use probability to evaluate outcomes of decisions,5,,Statistics and Probability,Using Probability to Make Decisions,Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.
S.MD.5a,Math,9-12,S,MD,Use probability to evaluate outcomes of decisions,5,a,Statistics and Probability,Using Probability to Make Decisions,"Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast-food restaurant."
S.MD.5b,Math,9-12,S,MD,Use probability to evaluate outcomes of decisions,5,b,Statistics and Probability,Using Probability to Make Decisions,"Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident."
S.MD.6,Math,9-12,S,MD,Use probability to evaluate outcomes of decisions,6,,Statistics and Probability,Using Probability to Make Decisions,"Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator)."
S.MD.7,Math,9-12,S,MD,Use probability to evaluate outcomes of decisions,7,,Statistics and Probability,Using Probability to Make Decisions,"Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game)."
